review_id,platform,product_name,category,subcategory,star_rating,review_text,sentiment
E029,Lazada,"Acer Chromebook C720/C740, Intel Celeron Processor, SSD, 12 Inch LED Display, Wifi, HDMI ....",Electronics ,Laptop,3,"Harga:harga sesuai dengan barang, barang bekas biasa la terima apa adanya
  Prestasi:ok buas hati nonton, cuma tidak boleh download aplikasi, pasal dalam mode tamu.
  Hayat Bateri:tahan lama",Neutral
E030,Lazada,"Acer Chromebook C720/C740, Intel Celeron Processor, SSD, 12 Inch LED Display, Wifi, HDMI ....",Electronics ,Laptop,3,"Item was packed on the same day but took 3 days for LEX to pick up.
 Item received with packaging intact, laptop was bubble wrapped and intact, but bottom found crack. Check with seller to understand more but only reply was 'check with LZD customer service'.
 System working fine so don't want the hassle of returning and refund, but wasn't happy with the way of after sales services.",Negative
E031,Shopee,"【Nexode】UGREEN 45W/30W/20W GaN Charger USB-C/USB-A 2/3 Ports Charger Nexode GaN Fast Charger USB-C Power Adapter for iPhone 16 Pro Max/15/14/13, GaN 30W 2C1A【Pink】",Electronics ,Charger,5,"Performance:The charger delivers fast charging and works efficiently.
 Durability:Build material feels solid and suitable for daily use. It has a nice matte feel and I like the dirty pink colour.",Positive
E032,Shopee,"【Nexode】UGREEN 45W/30W/20W GaN Charger USB-C/USB-A 2/3 Ports Charger Nexode GaN Fast Charger USB-C Power Adapter for iPhone 16 Pro Max/15/14/13, GaN 20W 1C1A【Pink】",Electronics ,Charger,5,"Performance:Efficient charging!
 Durability:Sturdy for everyday use!
 
 Bought a charger for my Eufy S1 Wearable Breast Pump. The pink colour matches nicely with my pump and the wire!!!🩷",Positive
E033,Shopee,"【Nexode】UGREEN 45W/30W/20W GaN Charger USB-C/USB-A 2/3 Ports Charger Nexode GaN Fast Charger USB-C Power Adapter for iPhone 16 Pro Max/15/14/13, GaN 20W 1C1A",Electronics ,Charger,5,"Performance:incredible
 Durability:super good
 
 I doubt it, but it surprises me, the charger is really good, charges my phone really fast and well! It even arrived in hours, not even up to a full day.
 Thank u so much.",Positive
E034,Shopee,"【Nexode】UGREEN 45W/30W/20W GaN Charger USB-C/USB-A 2/3 Ports Charger Nexode GaN Fast Charger USB-C Power Adapter for iPhone 16 Pro Max/15/14/13, GaN 45W 2C1A",Electronics ,Charger,5,"Performance:Excellent
 Durability:Excellent
 
 The charger working as expected. Small size but heavy. It's a solid build. This brand quality is excellent and same level as the high end brand. I personally recommend this brand.",Positive
E035,Shopee,"【Nexode】UGREEN 45W/30W/20W GaN Charger USB-C/USB-A 2/3 Ports Charger Nexode GaN Fast Charger USB-C Power Adapter for iPhone 16 Pro Max/15/14/13, GaN 30W 2C1A【Pink】",Electronics ,Charger,5,"Performance:support super charge 2.0 for samsung and fast charge up to 30w for iphone 17pm
 Durability:solid build out and sweet colour , bought at a reasonable price",Positive
E036,Lazada,18w Fast Charger Dual USB QC3.0 Fast Charging Adapter With Cable For Micro Ip Type-C For Ip Samsung Huawei Oppo Vivo Xiaomi Realme,Electronics ,Charger,1,"barang diterima tak ada kualiti. tak bole guna langsung. 
 Sedih......",Negative
E037,Lazada,18w Fast Charger Dual USB QC3.0 Fast Charging Adapter With Cable For Micro Ip Type-C For Ip Samsung Huawei Oppo Vivo Xiaomi Realme,Electronics ,Charger,1,"phone hang while charging 
 stuck
 better cust choose another seller",Negative
E038,Lazada,18w Fast Charger Dual USB QC3.0 Fast Charging Adapter With Cable For Micro Ip Type-C For Ip Samsung Huawei Oppo Vivo Xiaomi Realme,Electronics ,Charger,1,cannot use 😅😅😅😅😅,Negative
E039,Lazada,18w Fast Charger Dual USB QC3.0 Fast Charging Adapter With Cable For Micro Ip Type-C For Ip Samsung Huawei Oppo Vivo Xiaomi Realme,Electronics ,Charger,1,"⚡Charging Speed:x fast charging, biasa je
  tulis punya banyak",Negative
E040,Lazada,18w Fast Charger Dual USB QC3.0 Fast Charging Adapter With Cable For Micro Ip Type-C For Ip Samsung Huawei Oppo Vivo Xiaomi Realme,Electronics ,Charger,1,tak dpt wayer pun cuma adapter saja,Negative
E041,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Black TypeC",Electronics ,Earphone,1,"Value For Money:meh
 Best Feature(s):cable
 Performance:bad
 
 Awful, colours the sound heavily, frequencies cut off, not worth more than 2$, five stars for fast shipping though",Negative
E042,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Obsidian Black",Electronics ,Earphone,1,Stopped working after 1 month,Negative
E043,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Black TypeC",Electronics ,Earphone,1,"Performance:sounded good but stopped working one day
 Best Feature(s):doesnt fall off easily when worn
 Value For Money:its alr
 
 its cheap and sounded decent but i barely used it for 2 months and it stopped working when i was using it one day",Negative
E044,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Black TypeC",Electronics ,Earphone,1,"Best Feature(s):Snug fit on ear
 Value For Money:No
 
 Disappointed as I don't understand how a earpiece can do this, and not just with my laptop, but my brothers' and even my phone too",Negative
E045,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Calamus Purple",Electronics ,Earphone,1,"Sound quality:The audio is extremely choppy and it somehow made the background music of the song i listened too louder, making the music sound weird. As for the part where you speak into it to hear your voice for video chats or recording of voice, the audio also sounds choppy and the audio cuts off on its own
 Comfort:The earpiece itself in my ear was very comfortable, but the audio was just seriously bad
 
 I think I may have gotten a defective earpiece, as I have seen many good reviews on this earpiece, but I am sad that the one I got was really just bad.",Negative
E046,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Black TypeC",Electronics ,Earphone,1,"Quality:extremely bad
 Performance:bad
 
 I bought these headphones for gaming, but they make distant footsteps extremely quiet, a problem I don't experience with my regular Bluetooth headphones. The build quality is also poor; I think I'll have to buy a new pair in a few months. I waited half a month for these headphones and they delivered such a terrible product!",Negative
E047,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Obsidian Black",Electronics ,Earphone,5,"Quality:earphones material is good
 Performance:clear sound with bass
 
 Good quality for the price. Nice and clear sound. Microphone is also clear and loud. Worth buying👍🏻",Positive
E048,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Obsidian Black",Electronics ,Earphone,5,Barang sampai dalam keadaan baik. Tiada sebarang kerosakan. Barang sudah dicuba dan berfungsi dengan baik. Memang best sound dia. Noise cancelling betul. Berbaloi beli time sales. Harga berpatutan dengan kualiti.,Positive
E049,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Calamus Purple",Electronics ,Earphone,5,"Performance:Good
 Quality:The bass is good too
 
 I would say the sound quality is so good that i am shocked actually. The color is pretty but i can say that the color purple and pink looks same",Positive
E050,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Obsidian Black",Electronics ,Earphone,4,"Performance:Has quite a good bass for its price
 Quality:Quality is quite good
 
 Purchasing it for the second time, overall the quality and the sound system is quite good for the price you’re paying which i would recommend! Delivery was fast, took 1 day only to receive it!",Positive
E051,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Black TypeC",Electronics ,Earphone,5,"Performance:good
 Quality:good
 
 The sound quality is clear with decent bass for a wired earphone. Easy to use, no delay, and works well for calls and music. Cable feels durable and comfortable to wear. Good value for the price, satisfied with the purchase.",Positive
E052,Shopee,"SPRISE New X6 Deep Bass Dynamic Wired In-Ear Earphone With Mic Stereo Earfon Earpiece Headset 3.5mm Earfone Monitor 耳机有线, Black TypeC",Electronics ,Earphone,5,"Quality:best gila
 
 Saya dah try...Serious talk saya cerewet kalau bab earphone ni.. ni first time saya beli kat sini ,sebelum ni beli jenama lain bentuk je sama.. sumpah bass dia perfect.. saya boleh dengar bunyi drum kat belakang walaupun bunyi tu patutnya slow,boleh dengar semua bunyi rentak dan suara penyanyi tak pecah",Positive
E053,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Performance:excellent!
 Portability:easy sebab wire panjang .xperlu nk tukar port plug banyak kali..i like it!
 
 Easy to handle,bunyi xde la kuat sgt so sy suka..sedutan dia marvellous..ade 2 fungsi kt situ..1 utk cengkaman kuat pd karpet..yg ni terbaik dia sedut habuk...1 lg normal..mmg suka sgt..tq seller n courier for great service.. recommended sgt to those yg cari vacuum yg mudah nk guna harga berbaloi.. vacuum ni pn cantik.🌹😍",Positive
E054,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Performance:very good
 Portability:light and easy
 
 Buy during shocking sale. Memang murah. Already buy 2 device from Rusell Taylor. Surprisingly memang terbaik. Vacuum ni suction kuat. Sbb direct power. Cable panjang. Tak ada mountain wall. Tapi design compact so you can keep dalam cabinet. Feeder ada 3 jenis, jenis kecil, yang bentuk runcing utk ruang sempit & paling besar utk normal vacuum.",Positive
E055,Lazada,ILIFE【Local Warranty】[New Launch] A30 PRO Robot Vacuum Cleaner Schedule Planned Routing Cleaning up to 5000Pa Suction Power Voice Prompts Auto Recharge,Electronics ,Vacuum,3,"itrm in complete and good condition.
 
 product function well but dont expect strong suction ..normal hair or pet furry is ok.
 
 run well every corner hopw can work smooth longer.
 
 logistic team is bad..my item stuck at hub for 1 week without any update..at last i have to visit different branch to get it personally. 
 seller can't help cos mention alr out..channel also keep waiting...pls take note if you need it fast.",Neutral
E056,Lazada,ILIFE【Local Warranty】[New Launch] A30 PRO Robot Vacuum Cleaner Schedule Planned Routing Cleaning up to 5000Pa Suction Power Voice Prompts Auto Recharge,Electronics ,Vacuum,3,"The small wheel so noisy as per video upload 
 Strong suction power, but the hairs all stuck at the brush",Negative
E057,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Portability:EASY TO CARRY
 Performance:5🌟
 
 Sangat berbaloi beli brand ni. Satisfied with the vacuum power and suction. Bunyi vakum yang normal, tidak terlalu bising. Design menarik dan moden. Mmg minat vakum ada wayar berbanding wayerless. Penghantaran agak pantas ke Sabah. Keep it up seller 🌟! Satisfied customer!",Positive
E058,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Performance:Bagus, sedutan kuat, bunyi pun kuat juga..
 Portability:Item senang nk simpan, mudah alih, senang nk bawa, coz wayar panjang..
 
 Parcel sudah diterima. Packaging bagus. Penghantaran pun laju ke sarawak. Item cun.. Warna cantik.. Beli time promotion. 200 jadi 99.tolak coin jd 86 shj. 🤭 Sgt murah. Berbaloi beli,.. Puashati.. Sedutan kuat giler.. Bunyi pun kuat.. 🤭 Tq seller.",Positive
E059,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Portability:⭐️⭐️⭐️⭐️⭐️
 Performance:⭐️⭐️⭐️⭐️⭐️
 
 Affordable and effective! 
 
 1. 190000kpa : Dapat vacuum try terus dekat carpet, Boleh tengok video hasil dari sedutan vacuum ni. 
 
 2. Berat vacuum pula tak berat tak ringan. Perempuan boleh pakai.
 
 3. Bunyi agak kuat.
 
 4. Wire panjang sesuai utk guna even tempat luas.",Positive
E060,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Performance:memang terbaik..kuasa sedutan memang power. Mudah nak buat kerja dalam rumah dan luar rumah cuci ke
 Portability:Senang just plug in je...nak buang habuk pun mudah..segala habuk dan kotoran boleh nampak sebab beka
 
 Barang memang thorbaik..dah try dan memang berfungi menyedut segala kotoran. Kuasa sedutan juga kuat. Senang nak vakum rumah dah tak perlu seret vacum jenis yang lama kesan kesininad kesini. Vakum jenis lama kalau suruh anak vskum rumah bagi macam-macam alasan. Berat lah..apa lah..biasa alasan maca",Positive
E061,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Portability:multi surface cleaning
 Performance:powerful technology
 
 This hand held vacuum cleaner made of engineered features a powerful suction power. It reaches dirt in corners. Efficient for sweeping",Positive
E062,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Performance:sedutan kuat
 Portability:yes very portable
 
 fast delivery..and product worth every penny !! survey kt tesco tapi balik2 search shopee oo sini lgi murah dari tesco.. dpt murah wktu sales and dia punya performance beyond my expectation!! wayar agak pnjang, sedutan kuat, easy to install..berat pon cun2 tak ringat sngat n tak berat sgat..cuma bunyi agak kuat normal la nama pon vacuum kn..harap dpt tahan lama la..",Positive
E063,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-21,Electronics ,Vacuum,5,"Portability:Superb
 Performance:Excellent
 
 Thank you Shopee,Shopee Express n Russell Taylors very well done job.Received item super fast.Product tested n performed well except a little bit noisy may be because of the bigger capacity motor.
 Anyway very happy with the purchased n recommed others to buy.",Positive
E064,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,"Portability:Not ideal
 Performance:Not ideal
 
 商品材质一般经济很轻巧，在使用吸尘机时长管一直会容易脱落吸力很差，电量也不能维持太久，需要充电才能使用, 用不到5分钟又要充电了，最失望的是用了三四回完完全全充不到电也不能使用了。😩😫😥😓😠The material of the product is generally economical and lightweight. When using the vacuum cleaner, the long tube will fall off easily. The suction is very poor, and the power does not last long. It needs to be charged before use. It takes less than 5 minutes and needs to be charged again. The most disappointing thing is that it has not been used for a long time. After three or four times, it completely failed to charge and could no longer be used. 😩😫😥😓😠",Negative
E065,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,"Performance:BAD SERVICE
 Portability:BARANG ROSAK! BUTTON ON/OFF XBOLEH GUNA,CHARGER XDE BEFORE DELIVER MINTA SELLER CANCEL ORDER TAPI REJECT CKP XBOLE BILE SAMPAI BARANG ROSAK!!!!!!!!!!!! REORDER 1 LAGI CAS SAMPAI 5JAM PAKAI KEJAP DAH XDE BATERI MEMANG TERUK PUNYA BARANG BETTER BELI YG VAKUM KETE LAGI TAHAN LAMA !!!! SELLER PULA LEMBAB RPLY CHAT SIAP BLOK BUYER TIME MINTA CANCEL ORDER! MEMANG BAD SERVICE! BARANG CIKAI, PAKAI KEJAP DAH PANAS , BEFORE BELI BACA REVIEW YA KORANG ADE YG DPT BARANG DAH ROSAK .MURAH TAPI TAK BERBALOI . BARANG TAKDE KUALITI JANGN DUIT BELI",Negative
E066,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,"Ordered item received yesterday. Item qty checked.Try to power on but cannot works. Charge for few hours but still cannot get the unit work. Operating manual moist, looks like a flooded item.
 Wanted to return need to bear the cost of transport.
 Disappointed and regret to purchase this item.",Negative
E067,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,unable to remove the dust part to clean. no manual provided. contacted support for a whole week but nobody gave guidance,Negative
E068,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,"Performance:biasa je
 Portability:entahlah
 
 Bila digunakan tercabut cabut. Lepas tu dah cas full dan guna cuma bateri bertahan cuma 10 minit. Minta bayaran balik tak boleh pula. entahlah..... Tengok review okay je sekali yang saya dapat macam ni pula. boleh tengok dekat video tu bekas salotape sebab tercabut cabut bila guna kenalah salotape kan",Negative
E069,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,"Portability:Not bad
 Performance:Bad
 
 Poor quality. Used this cordless vacuum less than 5 times, motor was burnt caused the smoke came out. Told seller about this but kept posting the nonsense pop up window. Hence, not recommended to buy such poor quality cordless vacuum from this seller. Need to pack and dump to a bigger thrash bin.",Negative
E070,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,"Portability:low quality 
 Performance:low quality 
 
 Sangat tak berbaloi ye.. langsung tak boleh pakai..👎🏻👎🏻👎🏻",Negative
E071,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,"Performance:Good but..
 
 Selalu terlepas part handle and penutup vacum. Last2 tak pakai dah. ☹️☹️",Negative
E072,Shopee,Swiss Thomas Cordless Vacuum Cleaner With Mop Pad Rechargeable Handheld Car Household Wireless Vakum Cleaner - Green,Electronics ,Vacuum,1,Barang ckup tpi sayang tk boleh gune sebab part filter dgn body jadi longgar . Asal nk vacuum psti tercabut.,Negative
